count|model|name|info|keep?
0|rules_engine.consign_wizzard|Transfer Consign Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.traceability.report|Traceability Report| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|timesheet.validation.line|Timesheet Validation Line| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|timesheet.validation|Timesheet Validation| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|theme.utils|Theme Utils| The base model, which is implicitly inherited by all models. |
0|base_import.tests.models.float|Tests: Base Import Model Float| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.complex|Tests: Base Import Model Complex| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.o2m.child|Tests : Base Import Model, One to Many child| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.o2m|Tests : Base Import Model, One to Many| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.m2o.required.related|Tests : Base Import Model, Many to One required related| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.m2o.required|Tests : Base Import Model, Many to One required| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.m2o.related|Tests : Base Import Model, Many to One related| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.m2o|Tests : Base Import Model, Many to One| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.char.stillreadonly|Tests : Base Import Model, Character still readonly| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.char.states|Tests : Base Import Model, Character states| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.char.required|Tests : Base Import Model, Character required| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.char.readonly|Tests : Base Import Model, Character readonly| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.char.noreadonly|Tests : Base Import Model, Character No readonly| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.char|Tests : Base Import Model, Character| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base_import.tests.models.preview|Tests : Base Import Model Preview| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|resource.test|Test Resource Model| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|account.fiscal.position.template|Template for Fiscal Position| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|account.fiscal.position.tax.template|Tax Mapping Template of Fiscal Position| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|tax.adjustments.wizard|Tax Adjustments Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|studio.mixin|Studio Mixin| Mixin that overrides the create and write methods to properly generate         ir.model.data entries flagged with Studio for the corresponding resources.         Doesn't create an ir.model.data if the record is part of a module being         currently installed as the ir.model.data will be created automatically         afterwards.     |
0|report.stock.report_stock_rule|Stock rule report| The base model, which is implicitly inherited by all models. |
0|stock.track.line|Stock Track Line| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.track.confirmation|Stock Track Confirmation| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.rules.report|Stock Rules report| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.quantity.history|Stock Quantity History| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.package.destination|Stock Package Destination| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.assign.serial|Stock Assign Serial Numbers| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|rules_engine.split_segment|Split Wizard Segment| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|snailmail.letter|Snailmail Letter| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|slide.tag|Slide Tag| Tag to search slides accross channels. |
0|slide.slide.partner|Slide / Partner decorated m2m| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|sapentia_shopware_importer.popup_box|Shopware Popup Box| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|shipment.report.configure.fulfillment.center.lines.ept|Shipment Report Configuration Fulfillment Center Line| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|planning.slot.template|Shift Template| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|settlement.report.configure.fees.lines.ept|Settlement Report Configuration Fee Line| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|sms.composer|Send SMS Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|planning.send|Send Planning| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|followup.send|Send Follow-ups| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.asset.sell|Sell Asset| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|mailing.mailing.test|Sample Mail Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|sale.advance.payment.inv|Sales Advance Payment Invoice| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|sale.payment.acquirer.onboarding.wizard|Sale Payment acquire onboarding wizard| Override for the sale quotation onboarding panel. |
0|sale.order.option|Sale Options| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|sms.template.preview|SMS Template Preview| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|sms.resend|SMS Resend| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|sms.api|SMS API| The base model, which is implicitly inherited by all models. |
0|website.seo.metadata|SEO metadata| The base model, which is implicitly inherited by all models. |
0|stock.scheduler.compute|Run Scheduler Manually| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|rules_engine.weight_bands|Rules Engine Warehouse weight bands| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|rules_engine.popup_box|Rules Engine Popup Box| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|rules_engine.outstanding_orders|Rules Engine Ourstanding Orders| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|mrp.routing|Routings| Specifies routings of work centers |
0|stock.return.picking.line|Return Picking Line| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|stock.return.picking|Return Picking| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|resource.mixin|Resource Mixin| The base model, which is implicitly inherited by all models. |
0|reset.view.arch.wizard|Reset View Architecture Wizard| A wizard to reset views architecture. |
0|sms.resend.recipient|Resend Notification| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.payment.register|Register Payment| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|mrp.product.produce.line|Record production line| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|mrp.product.produce|Record Production| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.reconcile.model.template|Reconcile Model Template| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|rating.parent.mixin|Rating Parent Mixin| The base model, which is implicitly inherited by all models. |
0|rating.mixin|Rating Mixin| The base model, which is implicitly inherited by all models. |
0|rating.rating|Rating| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|ir.qweb.field.many2many|Qweb field many2many| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.qweb|Qweb Field qweb| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.text|Qweb Field Text| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.selection|Qweb Field Selection| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.relative|Qweb Field Relative| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.monetary|Qweb Field Monetary| ``monetary`` converter, has a mandatory option     ``display_currency`` only if field is not of type Monetary.     Otherwise, if we are in presence of a monetary field, the field definition must     have a currency_field attribute set.      The currency is used for formatting *and rounding* of the float value. It     is assumed that the linked res_currency has a non-empty rounding value and     res.currency's ``round`` method is used to perform rounding.      .. note:: the monetary converter internally adds the qweb context to its               options mapping, so that the context is available to callees.               It's set under the ``_values`` key.     |
0|ir.qweb.field.many2one|Qweb Field Many to One| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.integer|Qweb Field Integer| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.image|Qweb Field Image|     Widget options:      ``class``         set as attribute on the generated <img> tag     |
0|ir.qweb.field.html|Qweb Field HTML| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.float_time|Qweb Field Float Time|" ``float_time`` converter, to display integral or fractional values as     human-readable time spans (e.g. 1.5 as ""01:30"").      Can be used on any numerical field.     "|
0|ir.qweb.field.float|Qweb Field Float| Override qweb.field.float to add a `decimal_precision` domain option     and use that instead of the column's own value if it is specified     |
0|ir.qweb.field.duration|Qweb Field Duration|" ``duration`` converter, to display integral or fractional values as     human-readable time spans (e.g. 1.5 as ""1 hour 30 minutes"").      Can be used on any numerical field.      Has an option ``unit`` which can be one of ``second``, ``minute``,     ``hour``, ``day``, ``week`` or ``year``, used to interpret the numerical     field value before converting it. By default use ``second``.      Has an option ``round``. By default use ``second``.      Has an option ``digital`` to display 01:00 instead of 1 hour      Sub-second values will be ignored.     "|
0|ir.qweb.field.datetime|Qweb Field Datetime| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.date|Qweb Field Date| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.contact|Qweb Field Contact| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb.field.barcode|Qweb Field Barcode| ``barcode`` widget rendering, inserts a data:uri-using image tag in the     document. May be overridden by e.g. the website module to generate links     instead.     |
0|ir.qweb.field|Qweb Field| Used to convert a t-field specification into an output HTML field.      :meth:`~.to_html` is the entry point of this conversion from QWeb, it:      * converts the record value to html using :meth:`~.record_to_html`     * generates the metadata attributes (``data-oe-``) to set on the root       result node     * generates the root result node itself through :meth:`~.render_element`     |
0|ir.qweb|Qweb| QWeb object for rendering stuff in the website context |
0|sale.order.template.option|Quotation Template Option| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|sale.order.template.line|Quotation Template Line| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|sale.order.template|Quotation Template| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|stock.putaway.rule|Putaway Rule| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|purchase.requisition.line|Purchase Requisition Line| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|publisher_warranty.contract|Publisher Warranty Contract| The base model, which is implicitly inherited by all models. |
0|project.sale.line.employee.map|Project Sales line, employee mapping| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|report.sale.report_saleproforma|Proforma Report| The base model, which is implicitly inherited by all models. |
0|mrp.document|Production Document| Extension of ir.attachment only used in MRP to handle archivage     and basic versioning.     |
0|report.mrp_account_enterprise.product_template_cost_structure|Product Template Cost Structure Report| The base model, which is implicitly inherited by all models. |
0|product.template.attribute.exclusion|Product Template Attribute Exclusion| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|product.replenish|Product Replenish| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|product.price_list|Product Price per Unit Based on Pricelist Version| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|report.product.report_pricelist|Product Price List Report| The base model, which is implicitly inherited by all models. |
0|product.margin|Product Margin| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|product.attribute.custom.value|Product Attribute Custom Value| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|portal.wizard.user|Portal User Config|         A model to configure users in the portal wizard.     |
0|portal.share|Portal Sharing| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|portal.mixin|Portal Mixin| The base model, which is implicitly inherited by all models. |
0|planning.planning|Planning sent by email| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|planning.slot.report.analysis|Planning Statistics| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|planning.slot|Planning Shift| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|planning.role|Planning Role| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|planning.recurrency|Planning Recurrence| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|hr.plan.wizard|Plan Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|phone.validation.mixin|Phone Validation Mixin| The base model, which is implicitly inherited by all models. |
0|payment.acquirer.onboarding.wizard|Payment acquire onboarding wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|payment.transaction|Payment Transaction| Transaction Model. Each specific acquirer can extend the model by adding     its own fields.      Methods that can be added in an acquirer-specific implementation:       - ``<name>_create``: method receiving values used when creating a new        transaction and that returns a dictionary that will update those values.        This method can be used to tweak some transaction values.      Methods defined for convention, depending on your controllers:       - ``<name>_form_feedback(self, data)``: method that handles the data coming        from the acquirer after the transaction. It will generally receives data        posted by the acquirer after the transaction.     |
0|payment.token|Payment Token| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|account.asset.pause|Pause Asset| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|mail.resend.partner|Partner with additionnal information for mail resend| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|crm.partner.binding|Partner linking/binding in CRM wizard|         Handle the partner binding or generation in any CRM wizard that requires         such feature, like the lead2opportunity wizard, or the         phonecall2opportunity wizard.  Try to find a matching partner from the         CRM model's information (name, email, phone number, etc) or create a new         one on the fly.         Use it like a mixin with the wizard of your choice.     |
0|report.report_xlsx.partner_xlsx|Partner XLSX Report| The base model, which is implicitly inherited by all models. |
0|account.partner.ledger|Partner Ledger| The base model, which is implicitly inherited by all models. |
0|res.partner.autocomplete.sync|Partner Autocomplete Sync| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|rules_engine.pack_target_stock|Packing Wizard Stock| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|rules_engine.pack_segment|Packing Wizard Segment| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|account.financial.year.op|Opening Balance of Financial Year| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|rules_engine.onwards_transfer_wizard|Onwards Transfer Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|website.published.multi.mixin|Multi Website Published Mixin| The base model, which is implicitly inherited by all models. |
0|website.multi.mixin|Multi Website Mixin| The base model, which is implicitly inherited by all models. |
0|multi_select_wizard.select_wizard|Multi Selection Wizards| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|rules_engine.move_target_stock|Move Wizard Stock| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|rules_engine.move_segment|Move Wizard Segment| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|ir.module.module.exclusion|Module exclusion| Main super-class for regular database-persisted Odoo models.      Odoo models are created by inheriting from this class::          class user(Model):             ...      The system will later instantiate the class once per database (on     which the class' module is installed).     |
0|base.module.uninstall|Module Uninstall| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|report.base.report_irmodulereference|Module Reference Report (base)| The base model, which is implicitly inherited by all models. |
0|asset.modify|Modify Asset| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
0|wk.wizard.message|Message Wizard| Model super-class for transient records, meant to be temporarily     persistent, and regularly vacuum-cleaned.      A TransientModel has a simplified access rights management, all users can     create new records, and may only access the records they created. The     superuser has unrestricted access to all TransientModel records.     |
